car_name,Kms_driven,fuel_type,Transmission,Ownership,Manufacture,Engine_cc,Seats,car_prices_in_rupee,Price_in_rupees
Ford Figo Diesel ZXI,76438,Diesel,Manual,1,2011,1956,5,1.53 Lakh,153000
Hyundai i10 Magna 1.1L,85035,Petrol,Manual,3,2008,998,5,1.03 Lakh,103000
Mercedes-Benz E-Class Exclusive E 200,8900,Petrol,Automatic,1,2021,1498,5,67 Lakh,6700000
Honda City i VTEC V,85004,Petrol,Manual,2,2014,1950,5,4.61 Lakh,461000
Hyundai Verna SX CRDi AT,72229,Diesel,Automatic,1,2014,1461,7,5.18 Lakh,518000
Nissan Terrano XL 85 PS,97972,Diesel,Manual,2,2014,1248,7,3.92 Lakh,392000
Land Rover Range Rover Sport 2.0 Petrol HSE,19500,Petrol,Automatic,1,2020,1194,5,1.14 Crore,11400000
Tata Harrier XT,19230,Diesel,Manual,1,2021,4461,5,16.29 Lakh,1629000
Maruti Celerio ZXI Optional AMT BSIV,68911,Petrol,Automatic,1,2018,2179,5,4.39 Lakh,439000
Honda City i DTEC SV,105767,Diesel,Manual,3,2015,814,5,4.39 Lakh,439000
Mercedes-Benz C-Class Progressive C 200,28000,Petrol,Automatic,1,2019,1199,5,42.50 Lakh,4250000
Renault Duster 85PS Diesel RxL Optional,159511,Diesel,Manual,2,2013,1998,5,2.66 Lakh,266000
Maruti Swift Dzire LDI Optional,81325,Diesel,Manual,2,2016,998,4,4.35 Lakh,435000
Ford Aspire Titanium Plus,19904,Petrol,Manual,1,2020,1248,5,6.46 Lakh,646000
Toyota Land Cruiser VX,27000,Diesel,Automatic,1,2019,1364,5,1.69 Crore,16900000
Mahindra XUV500 W8 2WD,110986,Diesel,Manual,2,2014,1998,5,5.41 Lakh,541000
Hyundai EON D Lite Plus,43421,Petrol,Manual,2,2013,1248,5,1.76 Lakh,176000
Chevrolet Beat LT,37275,Petrol,Manual,1,2014,1120,5,2.55 Lakh,255000
BMW X1 sDrive20i xLine,10000,Petrol,Automatic,1,2021,1498,5,40 Lakh,4000000
Maruti Wagon R VXI BS IV,12936,Petrol,Manual,1,2016,2400,5,3.24 Lakh,324000
Maruti Vitara Brezza LDi Option,76535,Diesel,Manual,2,2017,1197,7,5.35 Lakh,535000
Toyota Etios Cross 1.4L VD,51260,Diesel,Manual,1,2014,1248,4,3.78 Lakh,378000
Mini 3 DOOR John Cooper Works 2019-2020,40000,Petrol,Automatic,2,2017,1498,5,34.50 Lakh,3450000
Maruti Swift VDI,53297,Diesel,Manual,1,2018,1999,5,5.64 Lakh,564000
Hyundai Xcent 1.1 CRDi SX Option,104304,Diesel,Manual,1,2014,3996,5,3.12 Lakh,312000
Ford Ecosport 1.5 DV5 MT Titanium,50141,Diesel,Manual,2,2014,999,5,4.52 Lakh,452000
Volvo XC60 D5 Inscription,34000,Diesel,Automatic,1,2019,1197,7,54.50 Lakh,5450000
Hyundai Xcent 1.2 Kappa SX,83608,Petrol,Manual,2,2016,2925,5,3.92 Lakh,392000
Chevrolet Sail LS ABS,64000,Diesel,Manual,1,2014,1086,4,2.45 Lakh,245000
Honda Amaze V Diesel BSIV,72000,Diesel,Manual,1,2019,1493,5,7.25 Lakh,725000
Land Rover Discovery Sport TD4 HSE 7S,38000,Diesel,Automatic,1,2020,1197,5,48.75 Lakh,4875000
Audi RS7 4.0 TFSI,7100,Petrol,Automatic,1,2021,3996,5,1.75 Crore,17500000
Volkswagen Polo 1.0 MPI Comfortline,48141,Petrol,Manual,1,2019,1968,5,5.72 Lakh,572000
Hyundai i20 Magna,84947,Petrol,Manual,3,2013,1248,5,2.50 Lakh,250000
Mercedes-Benz S-Class S 350d,1400,Diesel,Automatic,1,2022,2993,5,1.77 Crore,17700000
Hyundai i10 Era 1.1,79857,Petrol,Manual,1,2009,1968,5,1.45 Lakh,145000
Hyundai Alcazar Platinum 7-Seater Diesel AT,12081,Diesel,Automatic,1,2021,1498,5,18.54 Lakh,1854000
Hyundai Grand i10 Sportz,56384,Petrol,Manual,1,2015,1598,5,3.47 Lakh,347000
Audi RS7 4.0 TFSI,11500,Petrol,Automatic,1,2020,2179,5,1.75 Crore,17500000
Audi Q3 2.0 TDI Quattro Premium Plus,72000,Diesel,Automatic,2,2014,998,5,13 Lakh,1300000
Maruti Baleno 1.3 Alpha,77000,Diesel,Manual,2,2016,1197,5,4.50 Lakh,450000
Land Rover Range Rover 3.0 Vogue,60000,Diesel,Automatic,2,2012,814,5,18 Lakh,1800000
Audi Q5 40 TDI Premium Plus,27000,Diesel,Automatic,2,2020,1197,5,44.75 Lakh,4475000
Honda Jazz 1.5 S i DTEC,91000,Diesel,Manual,1,2015,1395,5,4.50 Lakh,450000
Volkswagen Polo GT TDI,77000,Diesel,Manual,2,2012,1998,5,2 Lakh,200000
Land Rover Freelander 2 HSE,71000,Diesel,Automatic,1,2014,2487,5,13.90 Lakh,1390000
Hyundai Venue SX Plus Turbo DCT BSIV,58499,Petrol,Automatic,1,2019,1995,7,10.20 Lakh,1020000
Hyundai i10 Asta Sunroof AT,123445,Petrol,Automatic,1,2012,1991,5,2.65 Lakh,265000
Hyundai EON Magna Plus,47651,Petrol,Manual,2,2013,1373,5,1.89 Lakh,189000
Hyundai Grand i10 Magna,42907,Petrol,Manual,1,2017,2982,5,3.96 Lakh,396000
Audi A4 30 TFSI Premium Plus,99125,Petrol,Automatic,1,2017,1196,5,21.75 Lakh,2175000
BMW 5 Series 530i M Sport,46000,Petrol,Automatic,1,2019,998,5,51.75 Lakh,5175000
Lexus ES 300h,68000,Petrol,Automatic,1,2017,1493,5,39.75 Lakh,3975000
BMW 5 Series 520d Luxury Line,40500,Diesel,Automatic,1,2021,1197,5,54.75 Lakh,5475000
Mercedes-Benz GLC 300 4MATIC,27000,Petrol,Automatic,1,2018,1950,5,43.75 Lakh,4375000
Maruti Ciaz 1.4 Delta,33877,Petrol,Manual,1,2018,1495,5,6.48 Lakh,648000
Toyota Fortuner 4x4 MT,180396,Diesel,Manual,1,2014,1998,5,13.65 Lakh,1365000
Ford Aspire 1.2 Ti-VCT Trend,100135,Petrol,Manual,1,2016,1950,5,3.65 Lakh,365000
Maruti Wagon R VXI BS IV,40955,Petrol,Manual,2,2018,1248,5,3.65 Lakh,365000
Kia Seltos X-Line AT D,8357,Diesel,Automatic,1,2022,1197,4,17.58 Lakh,1758000
Maruti Swift VXI,71234,Petrol,Manual,1,2016,1956,5,4.31 Lakh,431000
Mercedes-Benz GLC 220d 4MATIC,18000,Diesel,Automatic,1,2020,1197,5,58.75 Lakh,5875000
Hyundai Accent Executive,43308,Petrol,Manual,1,2012,1997,4,2.12 Lakh,212000
Audi A4 Technology,16000,Petrol,Automatic,1,2021,1968,5,41.80 Lakh,4180000
Mercedes-Benz E-Class Exclusive E 220d,32000,Diesel,Automatic,1,2019,1950,7,54.75 Lakh,5475000
Maruti Swift Dzire VDI,111298,Diesel,Manual,2,2015,1998,5,4.28 Lakh,428000
Hyundai i20 Magna Plus BSIV,5240,Petrol,Manual,1,2019,1493,5,5.78 Lakh,578000
Tata Harrier XZ BSIV,66773,Diesel,Manual,1,2019,1493,5,13.83 Lakh,1383000
Hyundai i20 Magna 1.2,72009,Petrol,Manual,1,2016,1956,5,4.58 Lakh,458000
Mahindra Thar LX 4-Str Hard Top,5500,Petrol,Manual,1,2022,1373,5,16.80 Lakh,1680000
Audi Q5 30 TDI quattro Premium Plus,56500,Diesel,Automatic,1,2016,1498,5,23.90 Lakh,2390000
Mercedes-Benz C-Class Progressive C 220d,40200,Diesel,Automatic,1,2020,1196,5,43.75 Lakh,4375000
Mini 3 DOOR Cooper S,4200,Petrol,Automatic,2,2018,1197,5,43.75 Lakh,4375000
Hyundai i20 Asta Opt Diesel,13980,Diesel,Manual,2,2020,1197,7,10.59 Lakh,1059000
Mahindra TUV 300 T6 Plus,39563,Diesel,Manual,1,2016,1198,5,5.07 Lakh,507000
Tata Harrier XZ Plus,20499,Diesel,Manual,1,2020,814,5,19.22 Lakh,1922000
Maruti Ciaz VXi Plus,39967,Petrol,Manual,1,2016,2179,5,5.39 Lakh,539000
Honda Amaze V CVT Diesel BSIV,87593,Diesel,Automatic,2,2018,1582,5,5.97 Lakh,597000
Ford Aspire 1.2 Ti-VCT Trend,41717,Petrol,Manual,1,2015,1968,7,3.92 Lakh,392000
Maruti Swift VXI,18946,Petrol,Manual,1,2021,1984,7,5.98 Lakh,598000
Maruti Baleno 1.2 Delta,93428,Petrol,Manual,1,2017,1493,5,4.91 Lakh,491000
Volkswagen Polo 1.2 MPI Comfortline,44000,Petrol,Manual,1,2014,1248,5,3.90 Lakh,390000
Hyundai EON Magna Plus,37646,Petrol,Manual,2,2014,1462,5,2.17 Lakh,217000
Mahindra XUV500 W6 2WD,31188,Diesel,Manual,1,2015,1998,5,6.59 Lakh,659000
Hyundai Verna 1.6 CRDi EX MT,78960,Diesel,Manual,2,2014,1999,5,4.50 Lakh,450000
Audi A4 35 TDI Technology Edition,45500,Diesel,Automatic,1,2014,1395,5,14.80 Lakh,1480000
Audi A6 45 TFSI Technology,16000,Petrol,Automatic,0,2021,1968,5,57.80 Lakh,5780000
Hyundai Verna S Plus Diesel,7622,Diesel,Manual,1,2022,1968,5,10.66 Lakh,1066000
Chevrolet Enjoy TCDi LTZ 7 Seater,87365,Diesel,Manual,1,2014,1498,5,3.27 Lakh,327000
Maruti Ertiga ZXI AT,13672,Petrol,Automatic,1,2021,1968,5,10.59 Lakh,1059000
Audi A4 Technology,12000,Petrol,Automatic,1,2021,1497,5,45.90 Lakh,4590000
Jaguar XF 2.0 Diesel Prestige,59000,Diesel,Automatic,1,2018,1186,5,29.80 Lakh,2980000
Audi A4 30 TFSI Technology,41000,Petrol,Automatic,1,2018,1198,5,33.80 Lakh,3380000
Audi Q3 35 TDI Quattro Premium,44600,Diesel,Automatic,1,2017,1199,5,23.90 Lakh,2390000
Audi Q3 35 TDI Quattro Premium Plus,38500,Diesel,Automatic,2,2013,1498,5,12.80 Lakh,1280000
Renault Duster 1.5 Petrol RXL,33809,Petrol,Manual,1,2016,1396,5,6.15 Lakh,615000
Audi A6 35 TDI Technology,60100,Diesel,Automatic,2,2015,1197,5,19.75 Lakh,1975000
Ford Aspire Titanium Automatic,62168,Petrol,Automatic,1,2015,1248,5,4.85 Lakh,485000
Hyundai Grand i10 1.2 CRDi Sportz,79500,Diesel,Manual,1,2016,1197,5,3.30 Lakh,330000
Nissan Micra XL,43732,Petrol,Manual,1,2012,1497,5,1.80 Lakh,180000
Honda Amaze V CVT Petrol,82200,Petrol,Automatic,1,2018,1197,5,5.70 Lakh,570000
Ford Ecosport 1.5 DV5 MT Trend,66001,Diesel,Manual,2,2014,1197,5,4.55 Lakh,455000
Hyundai i20 Sportz 1.4 CRDi,83204,Diesel,Manual,2,2013,1197,5,3.35 Lakh,335000
Maruti Baleno 1.2 Delta,58516,Petrol,Manual,1,2018,1197,5,5.75 Lakh,575000
Maruti Ciaz ZDi Plus SHVS,93000,Diesel,Manual,1,2015,1197,5,5.35 Lakh,535000
Hyundai Grand i10 Sportz,73000,Petrol,Manual,1,2016,2143,5,4.45 Lakh,445000
Honda City 1.5 S MT,47864,Petrol,Manual,1,2009,1781,5,2.45 Lakh,245000
Maruti Baleno 1.2 Zeta,29000,Petrol,Manual,2,2019,1396,5,6.88 Lakh,688000
Hyundai i20 Magna 1.2,81000,Petrol,Manual,1,2017,1798,5,5.35 Lakh,535000
Hyundai i20 Asta Option 1.2,69000,Petrol,Manual,2,2015,1197,5,5.05 Lakh,505000
Hyundai Grand i10 AT Sportz,29000,Petrol,Automatic,1,2014,1498,5,4.35 Lakh,435000
Hyundai Grand i10 Sportz,64000,Petrol,Manual,1,2014,1399,5,3.85 Lakh,385000
Mercedes-Benz C-Class C 220 CDI Avantgarde,71000,Diesel,Automatic,2,2018,1197,7,29.75 Lakh,2975000
Audi A4 1.8 TFSI,57500,Petrol,Automatic,3,2013,1197,5,14.80 Lakh,1480000
Hyundai i20 Sportz 1.4 CRDi,83000,Diesel,Manual,2,2013,799,5,3.35 Lakh,335000
Audi A6 35 TFSI Matrix,12000,Petrol,Automatic,1,2016,2498,5,33.80 Lakh,3380000
Maruti Baleno Zeta,29000,Petrol,Manual,2,2019,1461,6,6.88 Lakh,688000
Volkswagen Vento 1.5 TDI Comfortline,93000,Diesel,Manual,1,2013,1197,8,3.45 Lakh,345000
Ford Figo Diesel LXI,90300,Diesel,Manual,1,2013,1461,5,2.10 Lakh,210000
Hyundai Grand i10 Sportz,73000,Petrol,Manual,1,2016,1198,5,4.45 Lakh,445000
Maruti Baleno 1.2 Delta,58000,Petrol,Manual,1,2018,2494,5,5.75 Lakh,575000
Renault KWID RXT,65292,Petrol,Manual,1,2017,1086,5,2.70 Lakh,270000
Mahindra Xylo E4,112341,Diesel,Manual,1,2009,1199,5,1.82 Lakh,182000
Nissan Sunny Diesel XL,92540,Diesel,Manual,2,2012,1061,5,1.96 Lakh,196000
Hyundai Grand i10 Sportz,69470,Petrol,Manual,1,2015,1582,5,3.59 Lakh,359000
Renault Duster 110PS Diesel RxZ,45590,Diesel,Manual,2,2012,2143,5,3.54 Lakh,354000
Mahindra KUV 100 NXT D75 K2,54137,Diesel,Manual,1,2018,1998,5,3.81 Lakh,381000
Toyota Innova 2.5 G (Diesel) 8 Seater,60130,Diesel,Manual,2,2012,1248,5,4.65 Lakh,465000
Hyundai i10 Era,54858,Petrol,Manual,2,2012,1462,5,2.01 Lakh,201000
Tata Altroz XZ,11939,Petrol,Manual,1,2020,1197,5,7.80 Lakh,780000
Maruti Wagon R VXI Minor,41149,Petrol,Manual,1,2009,1199,5,1.30 Lakh,130000
Hyundai Verna 1.6 SX CRDi (O),239199,Diesel,Manual,1,2012,2143,5,3.36 Lakh,336000
Mercedes-Benz GLE 250d,46100,Diesel,Automatic,1,2017,814,5,45.75 Lakh,4575000
BMW X3 xDrive 30i Luxury Line,18000,Petrol,Automatic,1,2021,1396,5,61.75 Lakh,6175000
Maruti Swift VDI,103992,Diesel,Manual,1,2012,998,7,2.88 Lakh,288000
Maruti Brezza VXi,1026,Petrol,Manual,1,2022,1582,5,9.09 Lakh,909000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,14748,Petrol,Manual,1,2018,1368,5,4.67 Lakh,467000
Tata Altroz XZ,9789,Petrol,Manual,1,2020,2179,5,7.98 Lakh,798000
Mercedes-Benz CLA 200 CDI Style,56000,Diesel,Automatic,2,2015,1248,5,16 Lakh,1600000
Hyundai EON Era Plus,7779,Petrol,Manual,1,2015,1497,5,2.31 Lakh,231000
Hyundai i20 Magna 1.4 CRDi,81867,Diesel,Manual,4,2015,1497,5,3.85 Lakh,385000
Maruti Wagon R LXI BS IV,85232,Petrol,Manual,2,2015,998,5,2.76 Lakh,276000
Hyundai Verna 1.6 SX CRDi (O),53416,Diesel,Manual,2,2012,1197,5,3.61 Lakh,361000
Jeep Compass 1.4 Longitude Plus AT,78000,Petrol,Automatic,1,2018,1197,5,16.90 Lakh,1690000
Mahindra XUV500 W8 FWD,91480,Diesel,Manual,1,2012,1197,5,4.46 Lakh,446000
Maruti Swift Dzire VDI,55385,Diesel,Manual,1,2017,1197,5,5.70 Lakh,570000
Honda City i VTEC V,57264,Petrol,Manual,1,2017,1120,5,6.75 Lakh,675000
Mahindra XUV300 W4 Diesel,15220,Diesel,Manual,1,2021,998,5,9.23 Lakh,923000
Maruti Wagon R VXI BS IV,34438,Petrol,Manual,2,2014,1364,5,2.62 Lakh,262000
Hyundai Grand i10 Sportz,23931,Petrol,Manual,1,2017,1248,5,4.17 Lakh,417000
Hyundai Xcent 1.2 Kappa S,32423,Petrol,Manual,2,2014,1197,5,3.55 Lakh,355000
Maruti Ignis Sigma,6944,Petrol,Manual,1,2021,799,5,5.16 Lakh,516000
Maruti Baleno 1.2 Delta,51906,Petrol,Manual,1,2018,1498,5,5.32 Lakh,532000
Hyundai Xcent 1.1 CRDi S Option,55975,Diesel,Manual,2,2015,1197,5,3.71 Lakh,371000
Maruti Wagon R AMT VXI,46491,Petrol,Automatic,1,2016,1956,5,3.58 Lakh,358000
Toyota Platinum Etios 1.4 GXD,25330,Diesel,Manual,1,2018,1968,5,6.41 Lakh,641000
Maruti Swift VDI,86593,Diesel,Manual,2,2012,1197,4,2.88 Lakh,288000
Hyundai i20 Asta,76634,Petrol,Manual,2,2010,796,5,2.05 Lakh,205000
Renault KWID RXT,37094,Petrol,Manual,2,2018,1461,7,2.82 Lakh,282000
Honda Amaze S i-Dtech,94817,Diesel,Manual,2,2014,624,5,3.07 Lakh,307000
Hyundai i10 Magna 1.2,78841,Petrol,Manual,4,2009,1196,5,1.37 Lakh,137000
Tata Harrier XZ Plus,30193,Diesel,Manual,1,2021,1493,5,18.55 Lakh,1855000
Audi A4 35 TDI Technology,43900,Diesel,Automatic,1,2019,1396,5,32.80 Lakh,3280000
Maruti Swift VXI,60548,Petrol,Manual,1,2018,936,5,5.02 Lakh,502000
Maruti Alto 800 VXI Optional,7517,Petrol,Manual,1,2019,1197,4,3.17 Lakh,317000
Nissan Terrano XV 110 PS,99348,Diesel,Manual,2,2014,1248,5,4.14 Lakh,414000
Tata Nano Cx BSII,48977,Petrol,Manual,1,2011,1248,5,"53,250",53250
Ford Aspire 1.2 Ti-VCT Titanium,86754,Petrol,Manual,1,2015,1998,5,3.65 Lakh,365000
Mahindra TUV 300 T8,86418,Diesel,Manual,1,2017,1798,5,5.54 Lakh,554000
Hyundai Venue SX Opt Diesel BSIV,19540,Diesel,Manual,1,2019,1582,5,10.02 Lakh,1002000
Chevrolet Beat Diesel LT,76529,Diesel,Manual,1,2013,1199,5,1.26 Lakh,126000
Maruti Swift Dzire VXI 1.2,43334,Petrol,Manual,1,2017,1248,5,5.41 Lakh,541000
Maruti Swift Dzire VDI,99515,Diesel,Manual,2,2015,1197,5,4.28 Lakh,428000
Maruti Vitara Brezza VDi,47264,Diesel,Manual,1,2018,1497,5,6.82 Lakh,682000
BMW 6 Series GT 630i Luxury Line 2018-2021,20800,Petrol,Automatic,1,2019,1582,5,55.80 Lakh,5580000
Audi A4 35 TFSi Premium,32000,Petrol,Automatic,1,2016,1582,5,20.80 Lakh,2080000
Hyundai Elantra CRDi SX,87995,Diesel,Manual,2,2013,1197,5,5.33 Lakh,533000
Honda WR-V i-VTEC S,39283,Petrol,Manual,1,2017,1591,5,5.70 Lakh,570000
Maruti Ciaz VDi Plus SHVS,76239,Diesel,Manual,2,2016,998,5,5.48 Lakh,548000
Hyundai i20 Sportz,1040,Petrol,Manual,1,2022,1395,5,7.67 Lakh,767000
Honda City i-VTEC CVT V,22307,Petrol,Automatic,1,2019,1498,7,9.15 Lakh,915000
Hyundai Elantra CRDi SX,55538,Diesel,Manual,2,2013,1248,8,5.33 Lakh,533000
Hyundai Verna 1.6 SX,90867,Diesel,Manual,1,2013,998,5,4.14 Lakh,414000
Maruti Ignis Sigma,23302,Petrol,Manual,1,2021,2179,5,4.91 Lakh,491000
Hyundai Verna VTVT 1.6 SX,38990,Petrol,Manual,2,2018,2179,5,7.48 Lakh,748000
Maruti A-Star Vxi,65641,Petrol,Manual,1,2010,1199,5,1.44 Lakh,144000
Audi A4 30 TFSI Technology,27000,Petrol,Automatic,2,2018,1497,5,32.80 Lakh,3280000
Volkswagen Vento 1.5 TDI Comfortline,95129,Diesel,Manual,1,2013,998,5,3.45 Lakh,345000
Maruti Swift Dzire ZDI,135969,Diesel,Manual,1,2012,1968,5,3.46 Lakh,346000
Maruti Wagon R VXI,23400,Petrol,Manual,3,2020,998,7,5.11 Lakh,511000
Mahindra Scorpio S7 140 BSIV,55461,Diesel,Manual,1,2018,1197,5,10.64 Lakh,1064000
Mahindra Scorpio SLE BSIV,72299,Diesel,Manual,1,2010,1353,5,3.70 Lakh,370000
Honda Amaze VX,5362,Petrol,Manual,1,2022,2179,5,8.16 Lakh,816000
Honda City GXi,122758,Petrol,Manual,5,2005,1498,6,1.05 Lakh,105000
Maruti Wagon R LXI BS IV,66081,Petrol,Manual,1,2012,1197,5,2.15 Lakh,215000
Audi A6 35 TDI,85000,Diesel,Automatic,1,2015,1197,7,19.80 Lakh,1980000
Maruti Wagon R Stingray VXI,131022,Petrol,Manual,1,2015,1198,5,2.82 Lakh,282000
Maruti Swift VXI,52580,Petrol,Manual,1,2013,1197,5,2.86 Lakh,286000
Kia Seltos GTX Plus DCT,41714,Petrol,Automatic,1,2020,2179,5,16.95 Lakh,1695000
Mahindra XUV500 W8 FWD,121446,Diesel,Manual,1,2012,1991,5,4.29 Lakh,429000
Honda City VX MT,17262,Petrol,Manual,1,2020,814,5,12.12 Lakh,1212000
Maruti Swift Dzire VXI 1.2,65908,Petrol,Manual,1,2017,1498,5,5.41 Lakh,541000
Maruti Swift VXI,7282,Petrol,Manual,1,2020,1248,5,5.98 Lakh,598000
Mahindra KUV 100 mFALCON G80 K4,69404,Petrol,Manual,2,2016,1197,5,2.87 Lakh,287000
Maruti Swift Dzire VXI,29265,Petrol,Manual,1,2015,1995,5,4.08 Lakh,408000
Mahindra XUV500 R W10 FWD,50179,Diesel,Manual,2,2015,799,5,7.95 Lakh,795000
Mercedes-Benz GLA Class Urban Edition 200,29774,Petrol,Automatic,1,2019,1248,5,26.46 Lakh,2646000
Hyundai EON D Lite Plus,77896,Petrol,Manual,2,2012,2143,5,1.61 Lakh,161000
Honda City VX CVT,6144,Petrol,Automatic,1,2021,1497,5,13.47 Lakh,1347000
Maruti Swift VDI BSIV,88559,Diesel,Manual,2,2015,1198,5,4.22 Lakh,422000
Hyundai Grand i10 Sportz,51927,Petrol,Manual,2,2016,814,5,3.59 Lakh,359000
BMW 3 Series 320d Luxury Line,99000,Diesel,Automatic,1,2015,1197,7,13.50 Lakh,1350000
Renault KWID RXL,47000,Petrol,Manual,1,2018,1197,5,2.75 Lakh,275000
Maruti Baleno 1.3 Sigma,35000,Diesel,Manual,1,2018,1086,5,5.50 Lakh,550000
Mercedes-Benz C-Class C 220 CDI BE COR,58000,Diesel,Automatic,1,2013,1248,5,9.75 Lakh,975000
Honda City S,48000,Petrol,Manual,1,2012,1197,5,4 Lakh,400000
Honda Amaze VX AT i-Vtech,45000,Petrol,Automatic,1,2014,1998,5,4.75 Lakh,475000
Hyundai EON D Lite,60000,Petrol,Manual,2,2012,999,5,1.90 Lakh,190000
Hyundai i20 Magna Optional 1.2,23000,Petrol,Manual,1,2014,1396,5,4.65 Lakh,465000
Hyundai Grand i10 1.2 Kappa Era,45000,Petrol,Manual,1,2019,1495,5,4.60 Lakh,460000
Hyundai i10 Magna 1.1L,45000,Petrol,Manual,1,2014,1198,5,3.25 Lakh,325000
Maruti Ertiga VDI,58000,Diesel,Manual,1,2013,1186,5,5.25 Lakh,525000
Hyundai i20 1.2 Spotz,48000,Petrol,Manual,1,2018,1199,5,6.25 Lakh,625000
BMW 2 Series 220i M Sport,18000,Petrol,Automatic,1,2021,2499,5,40 Lakh,4000000
Skoda Kushaq 1.0 TSI Style 6 Airbags AT,16000,Petrol,Automatic,1,2022,2143,5,16.75 Lakh,1675000
Hyundai i20 Asta 1.4 CRDi,90000,Diesel,Manual,2,2015,1197,5,4.65 Lakh,465000
Hyundai Accent GLE,80000,Petrol,Manual,2,2006,1199,5,2.50 Lakh,250000
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,140000,Petrol,Manual,1,2018,1461,5,8.30 Lakh,830000
Hyundai Grand i10 1.2 CRDi Asta,60000,Diesel,Manual,2,2019,998,5,4 Lakh,400000
Honda WR-V i-VTEC VX,17000,Petrol,Manual,1,2019,2143,5,9 Lakh,900000
Lexus NX 300h,111000,Petrol,Automatic,1,2018,1061,5,42 Lakh,4200000
Mercedes-Benz M-Class ML 250 CDI,38000,Diesel,Automatic,2,2015,1248,5,28.50 Lakh,2850000
Maruti Swift VXI,80000,Petrol,Manual,2,2013,1498,5,3.85 Lakh,385000
Honda Amaze V Petrol BSIV,36500,Petrol,Manual,1,2017,1196,5,6 Lakh,600000
Nissan Sunny XE D,55000,Diesel,Manual,2,2018,1497,5,4.25 Lakh,425000
Maruti Wagon R VXI Optional,80000,Petrol,Manual,2,2016,796,5,3 Lakh,300000
Mercedes-Benz C-Class C 220 CDI Elegance AT,98000,Diesel,Automatic,2,2010,1198,5,6.20 Lakh,620000
Maruti Wagon R LXI Minor,200000,Petrol,Manual,3,2007,796,5,1.98 Lakh,198000
Maruti Swift VDI,140000,Diesel,Manual,2,2012,1198,5,3.25 Lakh,325000
Volkswagen Vento 1.5 TDI Highline,100000,Diesel,Manual,2,2014,1497,5,3.60 Lakh,360000
Maruti Eeco 5 Seater AC BSIV,168000,Petrol,Manual,3,2012,1196,5,2.30 Lakh,230000
Kia Seltos HTX IVT G,25000,Petrol,Automatic,1,2021,995,7,15 Lakh,1500000
Maruti Alto LX BSIII,120000,Petrol,Manual,4,2009,998,5,1.10 Lakh,110000
Honda Amaze E i-VTEC,30000,Petrol,Manual,2,2017,796,7,4.45 Lakh,445000
Maruti Alto LX,100000,Petrol,Manual,1,2011,1497,5,1.36 Lakh,136000
Nissan Micra Active XL Petrol,80000,Petrol,Manual,1,2016,1461,5,2.50 Lakh,250000
Honda City i VTEC VX Option,50000,Petrol,Manual,1,2016,1196,5,10 Lakh,1000000
Maruti Eeco CNG 5 Seater AC,40000,Cng,Manual,1,2021,1796,7,2.90 Lakh,290000
Chevrolet Spark 1.0 LS,100000,Petrol,Manual,4,2009,1061,5,"55,000",55000
Maruti Wagon R VXI Optional,166000,Petrol,Manual,1,2015,1197,5,3 Lakh,300000
Maruti Alto 800 LXI,74000,Petrol,Manual,1,2014,1373,5,1.85 Lakh,185000
Honda BR-V i-VTEC E MT,80000,Petrol,Manual,1,2017,1451,5,7 Lakh,700000
Renault Duster 85PS Diesel RxS,60000,Diesel,Manual,2,2019,1197,5,6.50 Lakh,650000
Maruti Eeco 7 Seater STD 2020-2022,50000,Petrol,Manual,2,2020,1498,5,4.10 Lakh,410000
Mercedes-Benz E-Class E 200 CGI Elegance,70000,Petrol,Automatic,2,2011,1248,5,10 Lakh,1000000
Maruti Wagon R LXI Minor,73000,Petrol,Manual,2,2010,1497,5,2.20 Lakh,220000
Hyundai i20 1.2 Asta Option,70000,Petrol,Manual,1,2018,1197,5,6.50 Lakh,650000
Maruti Ertiga LXI CNG,120000,Cng,Manual,3,2014,1798,7,3.85 Lakh,385000
MG Hector Sharp DCT,40000,Petrol,Automatic,1,2021,1248,5,17 Lakh,1700000
Hyundai i20 1.2 Asta,50000,Petrol,Manual,1,2018,998,5,6.75 Lakh,675000
Honda Amaze SX i-DTEC,70000,Diesel,Manual,2,2015,2179,5,4.70 Lakh,470000
Maruti Ciaz ZDi Plus SHVS,70000,Diesel,Manual,2,2015,2967,5,5.90 Lakh,590000
Honda City 1.5 V AT,92000,Petrol,Automatic,2,2010,1197,5,3.50 Lakh,350000
Hyundai Grand i10 Magna,60000,Petrol,Manual,1,2015,1797,5,4.11 Lakh,411000
Skoda Superb Petrol Ambition,45000,Petrol,Manual,3,2012,1197,5,4 Lakh,400000
Tata Manza Aura (ABS) Quadrajet,58000,Diesel,Manual,3,2009,1199,5,1.35 Lakh,135000
Maruti Wagon R VXI BS IV,90000,Petrol,Manual,1,2013,1493,5,3.11 Lakh,311000
Tata Hexa XM Plus,35000,Diesel,Manual,2,2019,1061,5,13.50 Lakh,1350000
Audi A6 3.0 TDI quattro,80000,Diesel,Automatic,4,2010,1198,5,5.50 Lakh,550000
Hyundai Grand i10 Sportz,80000,Petrol,Manual,2,2014,1197,5,2.89 Lakh,289000
Hyundai Elantra SX,200000,Petrol,Manual,2,2012,1298,5,3.41 Lakh,341000
